Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Shanghai,PM2.5,2011-05-24 17:00,2011,5,24,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-24 18:00,2011,5,24,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-24 19:00,2011,5,24,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-24 20:00,2011,5,24,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-24 21:00,2011,5,24,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-24 22:00,2011,5,24,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-24 23:00,2011,5,24,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 0:00,2011,5,25,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 1:00,2011,5,25,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 2:00,2011,5,25,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 3:00,2011,5,25,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 4:00,2011,5,25,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 5:00,2011,5,25,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 6:00,2011,5,25,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 7:00,2011,5,25,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 8:00,2011,5,25,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 9:00,2011,5,25,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 10:00,2011,5,25,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 11:00,2011,5,25,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 12:00,2011,5,25,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 13:00,2011,5,25,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 14:00,2011,5,25,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 15:00,2011,5,25,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 16:00,2011,5,25,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 17:00,2011,5,25,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 18:00,2011,5,25,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 19:00,2011,5,25,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 20:00,2011,5,25,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 21:00,2011,5,25,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 22:00,2011,5,25,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-25 23:00,2011,5,25,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 0:00,2011,5,26,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 1:00,2011,5,26,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 2:00,2011,5,26,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 3:00,2011,5,26,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 4:00,2011,5,26,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 5:00,2011,5,26,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 6:00,2011,5,26,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 7:00,2011,5,26,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 8:00,2011,5,26,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 9:00,2011,5,26,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 10:00,2011,5,26,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 11:00,2011,5,26,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 12:00,2011,5,26,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 13:00,2011,5,26,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 14:00,2011,5,26,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 15:00,2011,5,26,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 16:00,2011,5,26,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 17:00,2011,5,26,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 18:00,2011,5,26,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 19:00,2011,5,26,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 20:00,2011,5,26,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 21:00,2011,5,26,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 22:00,2011,5,26,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-26 23:00,2011,5,26,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 0:00,2011,5,27,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 1:00,2011,5,27,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 2:00,2011,5,27,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 3:00,2011,5,27,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 4:00,2011,5,27,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 5:00,2011,5,27,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 6:00,2011,5,27,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 7:00,2011,5,27,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 8:00,2011,5,27,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 9:00,2011,5,27,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 10:00,2011,5,27,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 11:00,2011,5,27,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 12:00,2011,5,27,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 13:00,2011,5,27,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 14:00,2011,5,27,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 15:00,2011,5,27,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 16:00,2011,5,27,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 17:00,2011,5,27,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 18:00,2011,5,27,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 19:00,2011,5,27,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 20:00,2011,5,27,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 21:00,2011,5,27,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 22:00,2011,5,27,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-27 23:00,2011,5,27,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 0:00,2011,5,28,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 1:00,2011,5,28,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 2:00,2011,5,28,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 3:00,2011,5,28,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 4:00,2011,5,28,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 5:00,2011,5,28,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 6:00,2011,5,28,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 7:00,2011,5,28,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 8:00,2011,5,28,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 9:00,2011,5,28,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 10:00,2011,5,28,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 11:00,2011,5,28,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 12:00,2011,5,28,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 13:00,2011,5,28,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 14:00,2011,5,28,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 15:00,2011,5,28,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 16:00,2011,5,28,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 17:00,2011,5,28,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 18:00,2011,5,28,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 19:00,2011,5,28,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 20:00,2011,5,28,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 21:00,2011,5,28,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 22:00,2011,5,28,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-28 23:00,2011,5,28,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 0:00,2011,5,29,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 1:00,2011,5,29,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 2:00,2011,5,29,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 3:00,2011,5,29,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 4:00,2011,5,29,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 5:00,2011,5,29,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 6:00,2011,5,29,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 7:00,2011,5,29,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 8:00,2011,5,29,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 9:00,2011,5,29,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 10:00,2011,5,29,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 11:00,2011,5,29,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 12:00,2011,5,29,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 13:00,2011,5,29,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 14:00,2011,5,29,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 15:00,2011,5,29,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 16:00,2011,5,29,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 17:00,2011,5,29,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 18:00,2011,5,29,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 19:00,2011,5,29,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 20:00,2011,5,29,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 21:00,2011,5,29,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 22:00,2011,5,29,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-29 23:00,2011,5,29,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 0:00,2011,5,30,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 1:00,2011,5,30,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 2:00,2011,5,30,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 3:00,2011,5,30,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 4:00,2011,5,30,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 5:00,2011,5,30,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 6:00,2011,5,30,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 7:00,2011,5,30,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 8:00,2011,5,30,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 9:00,2011,5,30,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 10:00,2011,5,30,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 11:00,2011,5,30,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 12:00,2011,5,30,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 13:00,2011,5,30,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 14:00,2011,5,30,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 15:00,2011,5,30,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 16:00,2011,5,30,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 17:00,2011,5,30,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 18:00,2011,5,30,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 19:00,2011,5,30,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 20:00,2011,5,30,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 21:00,2011,5,30,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 22:00,2011,5,30,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-30 23:00,2011,5,30,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 0:00,2011,5,31,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 1:00,2011,5,31,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 2:00,2011,5,31,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 3:00,2011,5,31,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 4:00,2011,5,31,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 5:00,2011,5,31,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 6:00,2011,5,31,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 7:00,2011,5,31,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 8:00,2011,5,31,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 9:00,2011,5,31,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 10:00,2011,5,31,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 11:00,2011,5,31,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 12:00,2011,5,31,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 13:00,2011,5,31,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 14:00,2011,5,31,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 15:00,2011,5,31,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 16:00,2011,5,31,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 17:00,2011,5,31,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 18:00,2011,5,31,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 19:00,2011,5,31,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 20:00,2011,5,31,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 21:00,2011,5,31,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 22:00,2011,5,31,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-05-31 23:00,2011,5,31,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 0:00,2011,6,1,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 1:00,2011,6,1,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 2:00,2011,6,1,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 3:00,2011,6,1,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 4:00,2011,6,1,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 5:00,2011,6,1,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 6:00,2011,6,1,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 7:00,2011,6,1,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 8:00,2011,6,1,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 9:00,2011,6,1,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 10:00,2011,6,1,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 11:00,2011,6,1,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 12:00,2011,6,1,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 13:00,2011,6,1,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 14:00,2011,6,1,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 15:00,2011,6,1,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 16:00,2011,6,1,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 17:00,2011,6,1,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 18:00,2011,6,1,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 19:00,2011,6,1,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 20:00,2011,6,1,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 21:00,2011,6,1,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 22:00,2011,6,1,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-01 23:00,2011,6,1,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 0:00,2011,6,2,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 1:00,2011,6,2,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 2:00,2011,6,2,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 3:00,2011,6,2,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 4:00,2011,6,2,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 5:00,2011,6,2,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 6:00,2011,6,2,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 7:00,2011,6,2,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 8:00,2011,6,2,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 9:00,2011,6,2,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 10:00,2011,6,2,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 11:00,2011,6,2,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 12:00,2011,6,2,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 13:00,2011,6,2,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 14:00,2011,6,2,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 15:00,2011,6,2,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 16:00,2011,6,2,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 17:00,2011,6,2,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 18:00,2011,6,2,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 19:00,2011,6,2,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 20:00,2011,6,2,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 21:00,2011,6,2,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 22:00,2011,6,2,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-02 23:00,2011,6,2,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 0:00,2011,6,3,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 1:00,2011,6,3,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 2:00,2011,6,3,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 3:00,2011,6,3,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 4:00,2011,6,3,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 5:00,2011,6,3,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 6:00,2011,6,3,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 7:00,2011,6,3,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 8:00,2011,6,3,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 9:00,2011,6,3,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 10:00,2011,6,3,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 11:00,2011,6,3,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 12:00,2011,6,3,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 13:00,2011,6,3,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 14:00,2011,6,3,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 15:00,2011,6,3,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 16:00,2011,6,3,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 17:00,2011,6,3,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 18:00,2011,6,3,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 19:00,2011,6,3,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 20:00,2011,6,3,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 21:00,2011,6,3,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 22:00,2011,6,3,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-03 23:00,2011,6,3,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 0:00,2011,6,4,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 1:00,2011,6,4,1,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 2:00,2011,6,4,2,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 3:00,2011,6,4,3,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 4:00,2011,6,4,4,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 5:00,2011,6,4,5,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 6:00,2011,6,4,6,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 7:00,2011,6,4,7,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 8:00,2011,6,4,8,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 9:00,2011,6,4,9,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 10:00,2011,6,4,10,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 11:00,2011,6,4,11,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 12:00,2011,6,4,12,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 13:00,2011,6,4,13,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 14:00,2011,6,4,14,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 15:00,2011,6,4,15,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 16:00,2011,6,4,16,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 17:00,2011,6,4,17,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 18:00,2011,6,4,18,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 19:00,2011,6,4,19,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 20:00,2011,6,4,20,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 21:00,2011,6,4,21,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 22:00,2011,6,4,22,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-04 23:00,2011,6,4,23,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-05 0:00,2011,6,5,0,-999,µg/m?1 Hr,Missing,
Shanghai,PM2.5,2011-06-05 1:00,2011,6,5,1,-999,µg/m?1 Hr,Missing,
