"","var","rel.inf"
"PERC_SUN","PERC_SUN",0.237022021572806
"EM3_PM10","EM3_PM10",0.230277768107776
"MEAN_DEW_TEMP","MEAN_DEW_TEMP",0.208095567989423
"DAY_MAX_PRECI","DAY_MAX_PRECI",0.205667114773974
"EM7_NH3","EM7_NH3",0.202108869493554
"MEAN_MIN_TEMP","MEAN_MIN_TEMP",0.197577436574498
"EM2_TSP","EM2_TSP",0.197425765220744
"EM4_NH3","EM4_NH3",0.195573475257827
"EM8_NH3","EM8_NH3",0.195248104664902
"EM2_SOX","EM2_SOX",0.183235633711165
"MAX_INST_WIND_SPED","MAX_INST_WIND_SPED",0.18134752862298
"EM8_NOX","EM8_NOX",0.17497817691997
"MIN_TEMP","MIN_TEMP",0.164108872078621
"EM9_VOC","EM9_VOC",0.162463356934024
"HOUR_MAX_PRECI","HOUR_MAX_PRECI",0.160872871033674
"EM8_VOC","EM8_VOC",0.149098946107315
"EM7_VOC","EM7_VOC",0.149060643029401
"MEAN_SURF_TEMP","MEAN_SURF_TEMP",0.145885774299222
"EM7_CO","EM7_CO",0.142931545947226
"EM3_CO","EM3_CO",0.137058893833628
"EM9_TSP","EM9_TSP",0.131185677438791
"MAX_INST_WIND_DIR","MAX_INST_WIND_DIR",0.128188675638927
"EM3_VOC","EM3_VOC",0.126073096349254
"MIN_GRA_TEMP","MIN_GRA_TEMP",0.125051481291027
"EM2_NH3","EM2_NH3",0.124632518056013
"EM4_SOX","EM4_SOX",0.122345629029915
"EM8_CO","EM8_CO",0.118366101959937
"EM8_TSP","EM8_TSP",0.110770165172248
"EM3_NOX","EM3_NOX",0.109652653784569
"TEN_MINU_MAX_PRECI","TEN_MINU_MAX_PRECI",0.108722275883883
"EM9_NOX","EM9_NOX",0.102316841035914
"MEAN_TEMP","MEAN_TEMP",0.101225089515752
"EM9_PM2.5","EM9_PM2.5",0.098890028081173
"MIN_HUM","MIN_HUM",0.0931783750063548
"MAX_WIND_SPED","MAX_WIND_SPED",0.0919489092599822
"MAX_SNOW_DEP","MAX_SNOW_DEP",0.0800270854140028
"EM4_PM10","EM4_PM10",0.0789256679392031
"EM4_PM2.5","EM4_PM2.5",0.0533211030466419
"EM3_PM2.5","EM3_PM2.5",0.0492762390209752
"EM8_PM10","EM8_PM10",0.0413919055526882
"EM9_PM10","EM9_PM10",0.0380461059051374
"MAX_WIND_DIR","MAX_WIND_DIR",0.0324039229857417
"EM7_PM2.5","EM7_PM2.5",0.0323253567097698
"MAX_NEW_SNOW_DEP","MAX_NEW_SNOW_DEP",0.0228237591908558
"EM5_CO","EM5_CO",0
"EM5_NOX","EM5_NOX",0
"EM5_SOX","EM5_SOX",0
"EM5_TSP","EM5_TSP",0
"EM5_PM10","EM5_PM10",0
"EM5_NH3","EM5_NH3",0
"EM5_PM2.5","EM5_PM2.5",0
"EM6_CO","EM6_CO",0
"EM6_NOX","EM6_NOX",0
"EM6_SOX","EM6_SOX",0
"EM6_TSP","EM6_TSP",0
"EM6_PM10","EM6_PM10",0
"EM6_NH3","EM6_NH3",0
"EM6_PM2.5","EM6_PM2.5",0
"EM7_PM10","EM7_PM10",0
