"","var","rel.inf"
"EM3_NH3","EM3_NH3",0.416289106104658
"EM3_PM10","EM3_PM10",0.40998905722499
"EM9_SOX","EM9_SOX",0.409689965523976
"EM6_VOC","EM6_VOC",0.408360498532866
"EM2_SOX","EM2_SOX",0.408207216457714
"EM9_VOC","EM9_VOC",0.401991200171144
"MAX_INST_WIND_DIR","MAX_INST_WIND_DIR",0.370082926108067
"EM2_TSP","EM2_TSP",0.366449627311144
"EM3_VOC","EM3_VOC",0.338133091831458
"EM9_TSP","EM9_TSP",0.314641652671308
"DAY_MAX_PRECI","DAY_MAX_PRECI",0.302528289226629
"EM7_NH3","EM7_NH3",0.295899102774595
"EM3_CO","EM3_CO",0.289647857389112
"EM5_VOC","EM5_VOC",0.278559268219965
"MIN_HUM","MIN_HUM",0.276613577584427
"SUM_SNOW","SUM_SNOW",0.264243031209562
"EM4_NH3","EM4_NH3",0.234094180849153
"YEAR","YEAR",0.223834179304995
"MAX_INST_WIND_SPED","MAX_INST_WIND_SPED",0.222769484898958
"EM3_NOX","EM3_NOX",0.221332274399952
"EM9_NOX","EM9_NOX",0.210926880594752
"EM7_SOX","EM7_SOX",0.193502429650831
"EM8_NH3","EM8_NH3",0.191481048880285
"EM9_PM10","EM9_PM10",0.179318330899955
"EM7_VOC","EM7_VOC",0.17310269441317
"MEAN_MAX_TEMP","MEAN_MAX_TEMP",0.172733083673392
"EM9_CO","EM9_CO",0.166505666216101
"HOUR_MAX_PRECI","HOUR_MAX_PRECI",0.164958055671767
"EM7_CO","EM7_CO",0.16193082083082
"EM4_PM10","EM4_PM10",0.160628577667395
"EM9_PM2.5","EM9_PM2.5",0.159291704154699
"MIN_TEMP","MIN_TEMP",0.156607462312742
"MAX_WIND_SPED","MAX_WIND_SPED",0.153914321341814
"EM8_CO","EM8_CO",0.147796709660378
"EM8_PM2.5","EM8_PM2.5",0.144779547802619
"MEAN_MIN_TEMP","MEAN_MIN_TEMP",0.130759694031789
"MEAN_DEW_TEMP","MEAN_DEW_TEMP",0.126847772703034
"MIN_GRA_TEMP","MIN_GRA_TEMP",0.120135809352142
"EM8_VOC","EM8_VOC",0.116249656581825
"EM4_SOX","EM4_SOX",0.114023898874781
"MIN_WATER_PRES","MIN_WATER_PRES",0.111566504545192
"EM3_PM2.5","EM3_PM2.5",0.104271083817037
"EM8_TSP","EM8_TSP",0.100071945225184
"EM4_PM2.5","EM4_PM2.5",0.0912118146978844
"EM2_PM2.5","EM2_PM2.5",0.0827527138062484
"EM7_PM2.5","EM7_PM2.5",0.0715255274492367
"EM8_NOX","EM8_NOX",0.0658664984895107
"MAX_SNOW_DEP","MAX_SNOW_DEP",0.0628643197525401
"TEN_MINU_MAX_PRECI","TEN_MINU_MAX_PRECI",0.0598030305096461
"MAX_WIND_DIR","MAX_WIND_DIR",0.0563719369681386
"MAX_NEW_SNOW_DEP","MAX_NEW_SNOW_DEP",0.0334954920431279
"EM8_PM10","EM8_PM10",0.0216897885323047
"EM5_CO","EM5_CO",0
"EM5_NOX","EM5_NOX",0
"EM5_SOX","EM5_SOX",0
"EM5_TSP","EM5_TSP",0
"EM5_PM10","EM5_PM10",0
"EM5_NH3","EM5_NH3",0
"EM5_PM2.5","EM5_PM2.5",0
"EM6_CO","EM6_CO",0
"EM6_NOX","EM6_NOX",0
"EM6_SOX","EM6_SOX",0
"EM6_TSP","EM6_TSP",0
"EM6_PM10","EM6_PM10",0
"EM6_NH3","EM6_NH3",0
"EM6_PM2.5","EM6_PM2.5",0
"EM7_PM10","EM7_PM10",0
