"CODE","NAME","MONTH","YD","YEAR"
201,"강화",4,8,2001
294,"거제",4,3,2001
284,"거창",4,0,2001
185,"고산",4,7,2001
156,"광주",4,7,2001
279,"구미",4,5,2001
140,"군산",4,8,2001
238,"금산",4,0,2001
295,"남해",4,3,2001
100,"대관령",4,6,2001
143,"대구",4,6,2001
133,"대전",4,6,2001
98,"동두천",4,9,2001
106,"동해",4,7,2001
165,"목포",4,5,2001
288,"밀양",4,2,2001
102,"백령도",4,8,2001
159,"부산",4,7,2001
289,"산청",4,6,2001
137,"상주",4,0,2001
189,"서귀포",4,7,2001
129,"서산",4,8,2001
108,"서울",4,9,2001
188,"성산",4,0,2001
90,"속초",4,3,2001
119,"수원",4,9,2001
136,"안동",4,6,2001
168,"여수",4,5,2001
277,"영덕",4,7,2001
121,"영월",4,8,2001
281,"영천",4,5,2001
170,"완도",4,7,2001
115,"울릉도",4,4,2001
152,"울산",4,6,2001
130,"울진",4,7,2001
114,"원주",4,8,2001
112,"인천",4,10,2001
146,"전주",4,6,2001
184,"제주",4,7,2001
175,"진도(첨찰산)",4,0,2001
192,"진주",4,8,2001
155,"창원",4,7,2001
232,"천안",4,0,2001
95,"철원",4,9,2001
131,"청주",4,6,2001
135,"추풍령",4,6,2001
101,"춘천",4,8,2001
127,"충주",4,7,2001
162,"통영",4,6,2001
99,"파주",4,0,2001
138,"포항",4,6,2001
285,"합천",4,2,2001
212,"홍천",4,0,2001
169,"흑산도",4,7,2001
105,"강릉",5,4,2001
201,"강화",5,4,2001
294,"거제",5,2,2001
185,"고산",5,3,2001
251,"고창군",5,0,2001
156,"광주",5,2,2001
279,"구미",5,4,2001
140,"군산",5,4,2001
247,"남원",5,0,2001
100,"대관령",5,4,2001
143,"대구",5,4,2001
133,"대전",5,4,2001
98,"동두천",5,4,2001
106,"동해",5,4,2001
165,"목포",5,2,2001
288,"밀양",5,1,2001
102,"백령도",5,4,2001
159,"부산",5,4,2001
289,"산청",5,2,2001
137,"상주",5,0,2001
189,"서귀포",5,3,2001
129,"서산",5,4,2001
108,"서울",5,4,2001
188,"성산",5,0,2001
90,"속초",5,3,2001
119,"수원",5,4,2001
136,"안동",5,4,2001
168,"여수",5,2,2001
277,"영덕",5,3,2001
121,"영월",5,4,2001
170,"완도",5,2,2001
115,"울릉도",5,2,2001
152,"울산",5,4,2001
130,"울진",5,3,2001
114,"원주",5,4,2001
203,"이천",5,0,2001
112,"인천",5,4,2001
146,"전주",5,4,2001
245,"정읍",5,0,2001
184,"제주",5,3,2001
175,"진도(첨찰산)",5,0,2001
192,"진주",5,4,2001
155,"창원",5,3,2001
232,"천안",5,0,2001
95,"철원",5,4,2001
131,"청주",5,4,2001
135,"추풍령",5,4,2001
101,"춘천",5,4,2001
127,"충주",5,4,2001
162,"통영",5,3,2001
99,"파주",5,0,2001
138,"포항",5,4,2001
285,"합천",5,3,2001
169,"흑산도",5,2,2001
100,"대관령",9,0,2001
98,"동두천",9,0,2001
106,"동해",9,0,2001
102,"백령도",9,0,2001
104,"북강릉",9,0,2001
129,"서산",9,0,2001
108,"서울",9,0,2001
90,"속초",9,0,2001
119,"수원",9,0,2001
130,"울진",9,0,2001
112,"인천",9,0,2001
232,"천안",9,0,2001
99,"파주",9,0,2001
185,"고산",10,0,2001
251,"고창군",10,0,2001
156,"광주",10,0,2001
140,"군산",10,0,2001
100,"대관령",10,0,2001
143,"대구",10,0,2001
98,"동두천",10,0,2001
165,"목포",10,0,2001
102,"백령도",10,0,2001
235,"보령",10,0,2001
159,"부산",10,0,2001
189,"서귀포",10,0,2001
129,"서산",10,0,2001
108,"서울",10,0,2001
188,"성산",10,0,2001
119,"수원",10,0,2001
168,"여수",10,0,2001
121,"영월",10,0,2001
170,"완도",10,0,2001
152,"울산",10,0,2001
114,"원주",10,0,2001
203,"이천",10,0,2001
112,"인천",10,0,2001
146,"전주",10,0,2001
245,"정읍",10,0,2001
184,"제주",10,0,2001
175,"진도(첨찰산)",10,0,2001
192,"진주",10,0,2001
155,"창원",10,0,2001
232,"천안",10,0,2001
95,"철원",10,0,2001
131,"청주",10,0,2001
135,"추풍령",10,0,2001
101,"춘천",10,0,2001
127,"충주",10,0,2001
99,"파주",10,0,2001
169,"흑산도",10,0,2001
105,"강릉",11,0,2001
294,"거제",11,0,2001
284,"거창",11,0,2001
185,"고산",11,0,2001
251,"고창군",11,0,2001
156,"광주",11,0,2001
279,"구미",11,0,2001
140,"군산",11,0,2001
247,"남원",11,0,2001
295,"남해",11,0,2001
100,"대관령",11,0,2001
143,"대구",11,0,2001
133,"대전",11,0,2001
98,"동두천",11,0,2001
106,"동해",11,0,2001
165,"목포",11,0,2001
288,"밀양",11,0,2001
102,"백령도",11,0,2001
235,"보령",11,0,2001
159,"부산",11,0,2001
104,"북강릉",11,0,2001
289,"산청",11,0,2001
137,"상주",11,0,2001
189,"서귀포",11,0,2001
129,"서산",11,0,2001
108,"서울",11,0,2001
188,"성산",11,0,2001
90,"속초",11,0,2001
119,"수원",11,0,2001
136,"안동",11,0,2001
168,"여수",11,0,2001
121,"영월",11,0,2001
170,"완도",11,0,2001
115,"울릉도",11,0,2001
152,"울산",11,0,2001
130,"울진",11,0,2001
114,"원주",11,0,2001
203,"이천",11,0,2001
112,"인천",11,0,2001
146,"전주",11,0,2001
245,"정읍",11,0,2001
184,"제주",11,0,2001
175,"진도(첨찰산)",11,0,2001
192,"진주",11,0,2001
155,"창원",11,0,2001
232,"천안",11,0,2001
95,"철원",11,0,2001
131,"청주",11,0,2001
135,"추풍령",11,0,2001
101,"춘천",11,0,2001
127,"충주",11,0,2001
162,"통영",11,0,2001
99,"파주",11,0,2001
138,"포항",11,0,2001
285,"합천",11,0,2001
169,"흑산도",11,0,2001
105,"강릉",12,2,2001
284,"거창",12,0,2001
185,"고산",12,0,2001
172,"고창",12,0,2001
251,"고창군",12,0,2001
156,"광주",12,1,2001
279,"구미",12,0,2001
140,"군산",12,1,2001
238,"금산",12,1,2001
247,"남원",12,0,2001
100,"대관령",12,2,2001
143,"대구",12,2,2001
133,"대전",12,2,2001
98,"동두천",12,2,2001
106,"동해",12,2,2001
165,"목포",12,0,2001
102,"백령도",12,2,2001
235,"보령",12,0,2001
159,"부산",12,1,2001
104,"북강릉",12,0,2001
289,"산청",12,1,2001
137,"상주",12,0,2001
189,"서귀포",12,0,2001
129,"서산",12,2,2001
108,"서울",12,2,2001
188,"성산",12,0,2001
90,"속초",12,2,2001
119,"수원",12,2,2001
136,"안동",12,2,2001
168,"여수",12,0,2001
121,"영월",12,2,2001
170,"완도",12,0,2001
115,"울릉도",12,0,2001
152,"울산",12,0,2001
130,"울진",12,0,2001
114,"원주",12,2,2001
203,"이천",12,0,2001
112,"인천",12,2,2001
146,"전주",12,1,2001
245,"정읍",12,0,2001
184,"제주",12,0,2001
175,"진도(첨찰산)",12,0,2001
192,"진주",12,1,2001
155,"창원",12,1,2001
232,"천안",12,1,2001
95,"철원",12,2,2001
131,"청주",12,2,2001
135,"추풍령",12,2,2001
101,"춘천",12,2,2001
127,"충주",12,2,2001
162,"통영",12,0,2001
99,"파주",12,0,2001
138,"포항",12,2,2001
285,"합천",12,1,2001
169,"흑산도",12,0,2001
284,"거창",1,0,2001
185,"고산",1,0,2001
172,"고창",1,0,2001
156,"광주",1,0,2001
140,"군산",1,0,2001
133,"대전",1,0,2001
165,"목포",1,0,2001
102,"백령도",1,0,2001
235,"보령",1,0,2001
159,"부산",1,0,2001
189,"서귀포",1,0,2001
129,"서산",1,0,2001
108,"서울",1,0,2001
188,"성산",1,0,2001
119,"수원",1,0,2001
174,"순천",1,0,2001
168,"여수",1,0,2001
170,"완도",1,0,2001
152,"울산",1,0,2001
114,"원주",1,0,2001
112,"인천",1,0,2001
146,"전주",1,0,2001
184,"제주",1,0,2001
175,"진도(첨찰산)",1,0,2001
192,"진주",1,0,2001
155,"창원",1,0,2001
232,"천안",1,0,2001
95,"철원",1,0,2001
131,"청주",1,0,2001
101,"춘천",1,0,2001
162,"통영",1,0,2001
169,"흑산도",1,0,2001
284,"거창",2,0,2001
185,"고산",2,0,2001
172,"고창",2,0,2001
156,"광주",2,0,2001
279,"구미",2,0,2001
140,"군산",2,0,2001
247,"남원",2,0,2001
100,"대관령",2,0,2001
133,"대전",2,0,2001
98,"동두천",2,0,2001
106,"동해",2,0,2001
165,"목포",2,0,2001
102,"백령도",2,0,2001
235,"보령",2,0,2001
159,"부산",2,0,2001
104,"북강릉",2,0,2001
137,"상주",2,0,2001
189,"서귀포",2,0,2001
129,"서산",2,0,2001
108,"서울",2,0,2001
188,"성산",2,0,2001
90,"속초",2,0,2001
119,"수원",2,0,2001
174,"순천",2,0,2001
136,"안동",2,0,2001
168,"여수",2,0,2001
121,"영월",2,0,2001
170,"완도",2,0,2001
115,"울릉도",2,0,2001
152,"울산",2,0,2001
130,"울진",2,0,2001
114,"원주",2,0,2001
203,"이천",2,0,2001
112,"인천",2,0,2001
146,"전주",2,0,2001
245,"정읍",2,0,2001
184,"제주",2,0,2001
175,"진도(첨찰산)",2,0,2001
192,"진주",2,0,2001
155,"창원",2,0,2001
232,"천안",2,0,2001
95,"철원",2,0,2001
131,"청주",2,0,2001
135,"추풍령",2,0,2001
101,"춘천",2,0,2001
127,"충주",2,0,2001
162,"통영",2,0,2001
99,"파주",2,0,2001
138,"포항",2,0,2001
169,"흑산도",2,0,2001
284,"거창",3,0,2001
185,"고산",3,0,2001
172,"고창",3,0,2001
156,"광주",3,0,2001
140,"군산",3,0,2001
247,"남원",3,0,2001
100,"대관령",3,0,2001
143,"대구",3,0,2001
133,"대전",3,0,2001
98,"동두천",3,0,2001
106,"동해",3,0,2001
165,"목포",3,0,2001
102,"백령도",3,0,2001
235,"보령",3,0,2001
159,"부산",3,0,2001
104,"북강릉",3,0,2001
137,"상주",3,0,2001
189,"서귀포",3,0,2001
129,"서산",3,0,2001
108,"서울",3,0,2001
188,"성산",3,0,2001
90,"속초",3,0,2001
119,"수원",3,0,2001
174,"순천",3,0,2001
136,"안동",3,0,2001
168,"여수",3,0,2001
121,"영월",3,0,2001
170,"완도",3,0,2001
115,"울릉도",3,0,2001
152,"울산",3,0,2001
130,"울진",3,0,2001
114,"원주",3,0,2001
203,"이천",3,0,2001
112,"인천",3,0,2001
146,"전주",3,0,2001
245,"정읍",3,0,2001
184,"제주",3,0,2001
175,"진도(첨찰산)",3,0,2001
192,"진주",3,0,2001
155,"창원",3,0,2001
232,"천안",3,0,2001
95,"철원",3,0,2001
131,"청주",3,0,2001
135,"추풍령",3,0,2001
101,"춘천",3,0,2001
162,"통영",3,0,2001
99,"파주",3,0,2001
138,"포항",3,0,2001
169,"흑산도",3,0,2001
201,"강화",4,0,2001
185,"고산",4,0,2001
172,"고창",4,0,2001
156,"광주",4,0,2001
140,"군산",4,0,2001
247,"남원",4,0,2001
100,"대관령",4,0,2001
143,"대구",4,0,2001
133,"대전",4,0,2001
165,"목포",4,0,2001
102,"백령도",4,0,2001
159,"부산",4,0,2001
104,"북강릉",4,0,2001
189,"서귀포",4,0,2001
129,"서산",4,0,2001
108,"서울",4,0,2001
188,"성산",4,0,2001
90,"속초",4,0,2001
119,"수원",4,0,2001
136,"안동",4,0,2001
168,"여수",4,0,2001
115,"울릉도",4,0,2001
152,"울산",4,0,2001
130,"울진",4,0,2001
112,"인천",4,0,2001
146,"전주",4,0,2001
245,"정읍",4,0,2001
184,"제주",4,0,2001
175,"진도(첨찰산)",4,0,2001
192,"진주",4,0,2001
155,"창원",4,0,2001
131,"청주",4,0,2001
101,"춘천",4,0,2001
138,"포항",4,0,2001
169,"흑산도",4,0,2001
284,"거창",5,0,2001
185,"고산",5,0,2001
172,"고창",5,0,2001
156,"광주",5,0,2001
140,"군산",5,0,2001
247,"남원",5,0,2001
100,"대관령",5,0,2001
143,"대구",5,0,2001
133,"대전",5,0,2001
165,"목포",5,0,2001
102,"백령도",5,0,2001
235,"보령",5,0,2001
159,"부산",5,0,2001
104,"북강릉",5,0,2001
189,"서귀포",5,0,2001
129,"서산",5,0,2001
108,"서울",5,0,2001
188,"성산",5,0,2001
90,"속초",5,0,2001
119,"수원",5,0,2001
174,"순천",5,0,2001
136,"안동",5,0,2001
168,"여수",5,0,2001
170,"완도",5,0,2001
115,"울릉도",5,0,2001
152,"울산",5,0,2001
130,"울진",5,0,2001
114,"원주",5,0,2001
112,"인천",5,0,2001
146,"전주",5,0,2001
245,"정읍",5,0,2001
184,"제주",5,0,2001
175,"진도(첨찰산)",5,0,2001
192,"진주",5,0,2001
155,"창원",5,0,2001
232,"천안",5,0,2001
95,"철원",5,0,2001
131,"청주",5,0,2001
101,"춘천",5,0,2001
162,"통영",5,0,2001
138,"포항",5,0,2001
169,"흑산도",5,0,2001
185,"고산",6,0,2001
189,"서귀포",6,0,2001
184,"제주",6,0,2001
175,"진도(첨찰산)",6,0,2001
156,"광주",10,0,2001
165,"목포",10,0,2001
102,"백령도",10,0,2001
146,"전주",10,0,2001
169,"흑산도",10,0,2001
284,"거창",11,0,2001
185,"고산",11,0,2001
172,"고창",11,0,2001
156,"광주",11,0,2001
140,"군산",11,0,2001
100,"대관령",11,0,2001
143,"대구",11,0,2001
133,"대전",11,0,2001
165,"목포",11,0,2001
102,"백령도",11,0,2001
235,"보령",11,0,2001
159,"부산",11,0,2001
104,"북강릉",11,0,2001
129,"서산",11,0,2001
108,"서울",11,0,2001
188,"성산",11,0,2001
90,"속초",11,0,2001
119,"수원",11,0,2001
174,"순천",11,0,2001
136,"안동",11,0,2001
168,"여수",11,0,2001
170,"완도",11,0,2001
115,"울릉도",11,0,2001
152,"울산",11,0,2001
130,"울진",11,0,2001
114,"원주",11,0,2001
112,"인천",11,0,2001
146,"전주",11,0,2001
184,"제주",11,0,2001
175,"진도(첨찰산)",11,0,2001
192,"진주",11,0,2001
155,"창원",11,0,2001
232,"천안",11,0,2001
95,"철원",11,0,2001
131,"청주",11,0,2001
101,"춘천",11,0,2001
162,"통영",11,0,2001
138,"포항",11,0,2001
169,"흑산도",11,0,2001
185,"고산",12,0,2001
100,"대관령",12,0,2001
102,"백령도",12,0,2001
108,"서울",12,0,2001
90,"속초",12,0,2001
119,"수원",12,0,2001
114,"원주",12,0,2001
112,"인천",12,0,2001
232,"천안",12,0,2001
95,"철원",12,0,2001
101,"춘천",12,0,2001
169,"흑산도",12,0,2001
105,"강릉",1,1,2002
201,"강화",1,1,2002
294,"거제",1,0,2002
185,"고산",1,0,2002
251,"고창군",1,0,2002
156,"광주",1,2,2002
279,"구미",1,0,2002
140,"군산",1,1,2002
238,"금산",1,0,2002
247,"남원",1,0,2002
295,"남해",1,0,2002
100,"대관령",1,0,2002
143,"대구",1,0,2002
133,"대전",1,1,2002
98,"동두천",1,1,2002
106,"동해",1,2,2002
165,"목포",1,1,2002
102,"백령도",1,0,2002
235,"보령",1,0,2002
159,"부산",1,0,2002
189,"서귀포",1,0,2002
129,"서산",1,1,2002
108,"서울",1,2,2002
188,"성산",1,0,2002
90,"속초",1,2,2002
119,"수원",1,2,2002
136,"안동",1,0,2002
168,"여수",1,0,2002
277,"영덕",1,0,2002
121,"영월",1,2,2002
281,"영천",1,0,2002
170,"완도",1,0,2002
115,"울릉도",1,0,2002
152,"울산",1,0,2002
130,"울진",1,0,2002
114,"원주",1,2,2002
203,"이천",1,0,2002
112,"인천",1,1,2002
146,"전주",1,1,2002
245,"정읍",1,0,2002
184,"제주",1,0,2002
192,"진주",1,0,2002
155,"창원",1,0,2002
232,"천안",1,0,2002
95,"철원",1,1,2002
131,"청주",1,2,2002
135,"추풍령",1,1,2002
101,"춘천",1,1,2002
127,"충주",1,1,2002
162,"통영",1,0,2002
99,"파주",1,1,2002
138,"포항",1,0,2002
169,"흑산도",1,2,2002
294,"거제",2,0,2002
284,"거창",2,0,2002
185,"고산",2,0,2002
251,"고창군",2,0,2002
156,"광주",2,0,2002
279,"구미",2,0,2002
140,"군산",2,0,2002
247,"남원",2,0,2002
100,"대관령",2,0,2002
143,"대구",2,0,2002
133,"대전",2,0,2002
98,"동두천",2,0,2002
106,"동해",2,0,2002
165,"목포",2,0,2002
102,"백령도",2,0,2002
235,"보령",2,0,2002
159,"부산",2,0,2002
104,"북강릉",2,0,2002
137,"상주",2,0,2002
189,"서귀포",2,0,2002
129,"서산",2,0,2002
108,"서울",2,0,2002
188,"성산",2,0,2002
90,"속초",2,0,2002
119,"수원",2,0,2002
136,"안동",2,0,2002
168,"여수",2,0,2002
121,"영월",2,0,2002
170,"완도",2,0,2002
115,"울릉도",2,0,2002
152,"울산",2,0,2002
130,"울진",2,0,2002
114,"원주",2,0,2002
203,"이천",2,0,2002
112,"인천",2,0,2002
146,"전주",2,0,2002
245,"정읍",2,0,2002
184,"제주",2,0,2002
175,"진도(첨찰산)",2,0,2002
192,"진주",2,0,2002
155,"창원",2,0,2002
232,"천안",2,0,2002
95,"철원",2,0,2002
131,"청주",2,0,2002
135,"추풍령",2,0,2002
101,"춘천",2,0,2002
127,"충주",2,0,2002
162,"통영",2,0,2002
99,"파주",2,0,2002
138,"포항",2,0,2002
285,"합천",2,0,2002
169,"흑산도",2,0,2002
105,"강릉",3,7,2002
201,"강화",3,6,2002
294,"거제",3,5,2002
284,"거창",3,0,2002
185,"고산",3,6,2002
251,"고창군",3,0,2002
156,"광주",3,6,2002
279,"구미",3,5,2002
140,"군산",3,6,2002
238,"금산",3,6,2002
247,"남원",3,0,2002
295,"남해",3,5,2002
100,"대관령",3,6,2002
143,"대구",3,5,2002
133,"대전",3,7,2002
98,"동두천",3,9,2002
106,"동해",3,6,2002
165,"목포",3,6,2002
288,"밀양",3,2,2002
102,"백령도",3,9,2002
235,"보령",3,0,2002
159,"부산",3,5,2002
104,"북강릉",3,0,2002
289,"산청",3,4,2002
137,"상주",3,6,2002
189,"서귀포",3,6,2002
129,"서산",3,7,2002
108,"서울",3,6,2002
188,"성산",3,0,2002
90,"속초",3,7,2002
119,"수원",3,8,2002
136,"안동",3,6,2002
168,"여수",3,6,2002
277,"영덕",3,0,2002
121,"영월",3,6,2002
281,"영천",3,0,2002
170,"완도",3,6,2002
115,"울릉도",3,6,2002
152,"울산",3,5,2002
130,"울진",3,5,2002
114,"원주",3,6,2002
203,"이천",3,0,2002
112,"인천",3,8,2002
146,"전주",3,6,2002
245,"정읍",3,0,2002
184,"제주",3,6,2002
175,"진도(첨찰산)",3,6,2002
192,"진주",3,5,2002
155,"창원",3,5,2002
232,"천안",3,0,2002
95,"철원",3,7,2002
131,"청주",3,7,2002
135,"추풍령",3,7,2002
101,"춘천",3,6,2002
127,"충주",3,7,2002
162,"통영",3,5,2002
99,"파주",3,8,2002
138,"포항",3,6,2002
285,"합천",3,2,2002
212,"홍천",3,3,2002
169,"흑산도",3,6,2002
105,"강릉",4,4,2002
201,"강화",4,5,2002
294,"거제",4,4,2002
284,"거창",4,0,2002
185,"고산",4,4,2002
156,"광주",4,4,2002
279,"구미",4,3,2002
140,"군산",4,4,2002
238,"금산",4,4,2002
295,"남해",4,5,2002
100,"대관령",4,4,2002
143,"대구",4,5,2002
133,"대전",4,5,2002
98,"동두천",4,6,2002
106,"동해",4,4,2002
165,"목포",4,4,2002
288,"밀양",4,4,2002
102,"백령도",4,8,2002
159,"부산",4,5,2002
289,"산청",4,4,2002
137,"상주",4,4,2002
189,"서귀포",4,4,2002
129,"서산",4,5,2002
108,"서울",4,6,2002
188,"성산",4,0,2002
90,"속초",4,4,2002
119,"수원",4,6,2002
136,"안동",4,5,2002
168,"여수",4,4,2002
277,"영덕",4,0,2002
121,"영월",4,4,2002
281,"영천",4,0,2002
170,"완도",4,4,2002
115,"울릉도",4,4,2002
152,"울산",4,4,2002
130,"울진",4,6,2002
114,"원주",4,4,2002
112,"인천",4,6,2002
146,"전주",4,4,2002
184,"제주",4,4,2002
175,"진도(첨찰산)",4,4,2002
192,"진주",4,5,2002
155,"창원",4,5,2002
232,"천안",4,0,2002
95,"철원",4,6,2002
131,"청주",4,5,2002
135,"추풍령",4,5,2002
101,"춘천",4,4,2002
127,"충주",4,5,2002
162,"통영",4,4,2002
99,"파주",4,6,2002
138,"포항",4,4,2002
285,"합천",4,3,2002
212,"홍천",4,2,2002
169,"흑산도",4,4,2002
105,"강릉",5,0,2002
201,"강화",5,0,2002
294,"거제",5,0,2002
185,"고산",5,0,2002
251,"고창군",5,0,2002
156,"광주",5,0,2002
279,"구미",5,0,2002
140,"군산",5,0,2002
247,"남원",5,0,2002
100,"대관령",5,0,2002
143,"대구",5,0,2002
133,"대전",5,0,2002
98,"동두천",5,0,2002
106,"동해",5,0,2002
165,"목포",5,0,2002
288,"밀양",5,0,2002
102,"백령도",5,0,2002
159,"부산",5,0,2002
289,"산청",5,0,2002
137,"상주",5,0,2002
189,"서귀포",5,0,2002
129,"서산",5,0,2002
108,"서울",5,0,2002
188,"성산",5,0,2002
90,"속초",5,0,2002
119,"수원",5,0,2002
136,"안동",5,0,2002
168,"여수",5,0,2002
277,"영덕",5,0,2002
121,"영월",5,0,2002
170,"완도",5,0,2002
115,"울릉도",5,0,2002
152,"울산",5,0,2002
130,"울진",5,0,2002
114,"원주",5,0,2002
203,"이천",5,0,2002
112,"인천",5,0,2002
146,"전주",5,0,2002
245,"정읍",5,0,2002
184,"제주",5,0,2002
175,"진도(첨찰산)",5,0,2002
192,"진주",5,0,2002
155,"창원",5,0,2002
232,"천안",5,0,2002
95,"철원",5,0,2002
131,"청주",5,0,2002
135,"추풍령",5,0,2002
101,"춘천",5,0,2002
127,"충주",5,0,2002
162,"통영",5,0,2002
99,"파주",5,0,2002
138,"포항",5,0,2002
285,"합천",5,0,2002
169,"흑산도",5,0,2002
100,"대관령",9,0,2002
98,"동두천",9,0,2002
106,"동해",9,0,2002
102,"백령도",9,0,2002
104,"북강릉",9,0,2002
129,"서산",9,0,2002
108,"서울",9,0,2002
90,"속초",9,0,2002
119,"수원",9,0,2002
130,"울진",9,0,2002
112,"인천",9,0,2002
232,"천안",9,0,2002
99,"파주",9,0,2002
185,"고산",10,0,2002
251,"고창군",10,0,2002
156,"광주",10,0,2002
140,"군산",10,0,2002
100,"대관령",10,0,2002
143,"대구",10,0,2002
98,"동두천",10,0,2002
165,"목포",10,0,2002
102,"백령도",10,0,2002
235,"보령",10,0,2002
159,"부산",10,0,2002
189,"서귀포",10,0,2002
129,"서산",10,0,2002
108,"서울",10,0,2002
188,"성산",10,0,2002
119,"수원",10,0,2002
168,"여수",10,0,2002
121,"영월",10,0,2002
170,"완도",10,0,2002
152,"울산",10,0,2002
114,"원주",10,0,2002
203,"이천",10,0,2002
112,"인천",10,0,2002
146,"전주",10,0,2002
245,"정읍",10,0,2002
184,"제주",10,0,2002
175,"진도(첨찰산)",10,0,2002
192,"진주",10,0,2002
155,"창원",10,0,2002
232,"천안",10,0,2002
95,"철원",10,0,2002
131,"청주",10,0,2002
135,"추풍령",10,0,2002
101,"춘천",10,0,2002
127,"충주",10,0,2002
99,"파주",10,0,2002
169,"흑산도",10,0,2002
105,"강릉",11,2,2002
294,"거제",11,1,2002
284,"거창",11,1,2002
185,"고산",11,2,2002
251,"고창군",11,0,2002
156,"광주",11,2,2002
279,"구미",11,0,2002
140,"군산",11,2,2002
247,"남원",11,0,2002
