,year,month,name,sig_cd,weather_cd,SO2,CO,O3,NO2,PM10
35866,2013,1,영등포구,11560,108,0.010065041,0.985094851,0.010827633,0.041760602,67.57027027
35868,2013,1,용산구,11170,108,0.007477793,1.17688172,0.010720867,0.051076716,59.96075778
35869,2013,1,은평구,11380,108,0.007686486,0.86075419,0.013678912,0.03977027,59.08991826
35871,2013,1,종로구,11110,108,0.008828841,0.648378378,0.013156757,0.044895105,62.35683453
35872,2013,1,중구,11140,108,0.008788124,0.829689609,0.012298103,0.043361673,55.77327935
35873,2013,1,중랑구,11260,108,0.007848774,0.808038147,0.012654843,0.042918919,69.98626374
35878,2013,1,무거동,31140,152,0.008203804,0.651766304,0.018452446,0.037002717,56.16802168
35879,2013,1,부곡동(울산),31140,152,0.006532432,0.591745602,0.022141892,0.028693243,54.33831522
35880,2013,1,삼산동,31140,152,0.009098093,0.689931034,0.020355191,0.030359673,50.52990264
35882,2013,1,신정동,31140,152,0.008568336,0.744505495,0.02435318,0.032507503,51.67523681
35883,2013,1,야음동,31140,152,0.011432249,0.816115702,0.020682065,0.044922764,49.4531886
35884,2013,1,여천동(울산),31140,152,0.007975577,1.248824343,0.021867388,0.025163735,61.47419805
35885,2013,1,대송동,31170,152,0.008780355,0.619236016,0.026120055,0.023360164,57.50135135
35886,2013,1,농소동,31200,152,0.005798103,0.590502035,0.020766938,0.024764228,59.42375169
35887,2013,1,효문동,31200,152,0.004901218,0.741542625,0.020411126,0.030071625,59.38398915
35888,2013,1,덕신리,31710,152,0.007418133,0.524189189,0.021327001,0.027367568,46.31401617
35889,2013,1,삼남면,31710,152,0.004578378,0.670771313,0.028174324,0.018508796,46.55316285
35890,2013,1,상남리,31710,152,0.006792683,0.526151762,0.022823848,0.026196477,49.40298507
35891,2013,1,화산리,31710,152,0.011964432,0.536806495,0.026889039,0.022967524,53.48303935
35892,2013,1,성남동,31110,152,0.006443089,0.617750678,0.019960544,0.028090786,59.52103121
35893,2013,1,석모리,28710,201,0.006651837,0.705436338,0.037726776,0.01054898,66.93570451
35894,2013,1,송해,28710,201,0.007461853,0.403547067,0.027484311,0.018573973,60.49122807
35895,2013,1,계산,28245,112,0.007680328,0.919535519,0.018798898,0.034351573,56.38482759
35897,2013,1,숭의,28170,112,0.015288251,1.29686221,0.00830727,0.043497268,54.92517007
35898,2013,1,고잔,28200,112,0.012912568,0.811580381,0.016456284,0.043446866,69.06191117
35899,2013,1,구월동,28200,112,0.010170068,1.235510204,0.011480164,0.042253061,58.7768595
35900,2013,1,논현,28200,112,0.007564802,0.956480218,0.014642955,0.031920873,56.10013717
35901,2013,1,송림,28140,112,0.011753762,1.172404372,0.010270862,0.035668033,71.65479452
35903,2013,1,부평,28237,112,0.013100817,1.15170068,0.011584469,0.037097826,71.57469717
35905,2013,1,검단,28260,112,0.009277473,0.782716049,0.014156809,0.026818681,74.63143631
35906,2013,1,석남,28260,112,0.012953552,1.183743169,0.015487671,0.042931694,62.68640646
35907,2013,1,연희,28260,112,0.01080163,0.854891304,0.014578804,0.039983696,68.4233871
35908,2013,1,원당,28260,112,0.006748971,1.284109589,0.013550206,0.04680137,53.18994413
35909,2013,1,동춘,28185,112,0.009166895,0.908333333,0.01088388,0.028193989,53.97264022
35910,2013,1,덕적도,28720,201,0.007491221,0.784360902,0.039159122,0.009469103,46.18132612
35911,2013,1,백령도,28720,201,0.003879225,0.472783826,0.015153488,NA,64.72755906
35912,2013,1,신흥,28110,112,0.015015089,1.188797814,0.013953846,0.046105624,81.21322537
35913,2013,1,운서,28110,112,0.007494565,0.794565217,0.022278689,0.026673913,48.60626703
35914,2013,1,광양읍,46230,168,0.007030014,0.504229195,0.022476126,0.017305593,51.14538043
35915,2013,1,중동,46230,168,0.006959294,0.580597015,0.021440977,0.021222524,40.63636364
35916,2013,1,진상면,46230,168,0.005907357,0.505449591,0.027031378,0.011644809,58.16781293
35917,2013,1,태인동,46230,168,0.007603799,0.53125,0.020811653,0.017303523,46.95405405
35918,2013,1,용당동,46110,165,0.006427793,0.565531335,0.017407725,0.01999455,56.29119318
35919,2013,1,순천만,46150,168,0.005725304,0.666576455,0.027070365,0.0132977,47.13243243
35920,2013,1,연향동,46150,168,0.005411504,0.58259587,0.024828148,0.02189528,49.67699115
35921,2013,1,장천동,46150,168,0.006808199,0.510117302,0.022791483,0.019919236,50.45639535
35922,2013,1,호두리,46150,168,0.006089674,0.664732824,0.028765583,0.014151967,50.60326087
35923,2013,1,광무동,46130,168,0.006601626,0.396070461,0.019449728,0.021238482,46.34782609
35924,2013,1,덕충동,46130,168,0.010255556,0.535228849,0.024383333,0.02454785,48.2482663
35925,2013,1,문수동,46130,168,0.00953125,0.62486413,0.025211248,0.023692935,40.26938776
35926,2013,1,여천동(여수),46130,168,0.009263946,0.393587995,0.02695102,0.016771978,42.67574932
35927,2013,1,월내동,46130,168,0.015994318,0.846358543,0.025468619,0.027189415,39.00557103
35928,2013,1,나불리,46830,165,0.006426431,0.471934605,0.023428181,0.013479564,51.44761905
35929,2013,1,송단리,46790,156,0.003463611,0.275686813,0.026770178,0.006513303,37.40029542
35930,2013,1,고창읍,45790,245,0.004577465,0.416056338,0.030643258,0.012819074,71.94507042
35931,2013,1,개정동,45130,140,0.004550355,0.565531915,0.025268085,0.015940426,60.03829787
35932,2013,1,소룡동,45130,140,0.008513591,0.716384181,0.016963173,0.023473759,65.07779349
35934,2013,1,죽항동,45190,247,0.005047955,0.669534556,0.021692525,0.02029055,60.56981664
35935,2013,1,남중동,45140,140,0.007723944,0.806478873,0.014778873,0.031097183,83.75246132
35936,2013,1,모현동,45140,140,0.004824191,0.691561181,0.010445698,0.024936709,77.06460674
35937,2013,1,팔봉동,45140,140,0.010932394,0.747605634,0.016266447,0.031112518,83.36516854
35938,2013,1,운암면,45750,244,0.000642763,0.50631136,0.026438819,0.008737167,48.84511278
35940,2013,1,삼천동,45111,146,0.01521075,0.837906648,0.015868085,0.036270538,81.67651195
35941,2013,1,중앙동(전주),45111,146,0.006008451,0.664507042,0.018550992,0.0297,76.99296765
35942,2013,1,팔복동,45113,146,0.007042194,0.786075949,0.011887324,0.030371308,75.56381487
35943,2013,1,연지동,45180,245,0.004852735,0.686956522,0.014893983,0.022663394,63.34502104
35944,2013,1,동홍동,50130,189,0.003497312,0.47594086,0.028326613,0.015276882,38.02156334
35945,2013,1,고산리,50110,184,0.001318784,0.266149506,0.047156757,0.003208378,42.33817126
35946,2013,1,연동,50110,184,0.003021505,0.428629032,0.027645161,0.010418157,48.56756757
35947,2013,1,이도동,50110,184,0.004501344,0.557336957,0.036876344,0.014260753,39.57604307
35948,2013,1,사곡면,44150,236,0.004014949,0.738405797,0.024761905,0.012685899,60.25601132
35949,2013,1,난지도리,44270,129,0.006375,0.451657459,0.027387097,0.015340486,56.70348837
35950,2013,1,정곡리,44270,129,0.003982456,0.703296703,0.02096748,0.017541272,50.54332875
35951,2013,1,독곶리,44210,129,0.007343448,0.529971591,0.02336061,0.025481379,44.21576763
35952,2013,1,동문동,44210,129,0.006619624,0.79905914,0.019994595,0.026639785,40.31020408
35953,2013,1,모종동,44200,232,0.006028226,0.899731183,0.013404891,0.034403226,50.32878581
35954,2013,1,백석동,44133,232,0.005137097,0.668145161,0.010967699,0.021581989,82.94086022
35956,2013,1,성황동,44131,232,0.008463014,1.055479452,0.014923077,0.027924658,50.48082192
35957,2013,1,파도리,44825,129,0.004346377,0.492006033,0.031586107,0.009480029,65.3994528
35958,2013,1,청천면,43760,127,0.003298053,0.51810585,0.025977747,0.013643533,70.27629734
35959,2013,1,매포읍,43800,272,0.007380759,1.052439024,0.018111111,0.024249322,80.67789757
35960,2013,1,장락동,43150,221,0.018265583,1.677506775,0.013804645,0.029215447,80.69354839
35961,2013,1,오창읍,43114,131,0.004324324,0.797162162,0.014231707,0.033587838,87.82837838
35962,2013,1,문화동,43111,131,0.009956698,1.129093369,0.011355978,0.038679296,87.72371968
35964,2013,1,사천동,43114,131,0.012449864,1.154742547,0.014334699,0.034303523,116.2422611
35965,2013,1,송정동(봉명동),43113,131,0.005456022,0.861705007,0.009277929,0.04652774,94.63037634
35966,2013,1,용암동,43111,131,0.005818674,1.211096076,0.011565986,0.046048714,54.89687924
35967,2013,1,칠금동,43130,127,0.010064953,1.092286874,0.014549391,0.040669824,100.3682796
35968,2013,1,호암동,43130,127,0.008902439,1.179459459,0.015032432,0.043677027,65.42895805
35969,2013,10,옥천동,42150,105,0.003974255,0.770906631,0.023504736,0.01232747,29.52774019
35970,2013,10,간성읍,42820,90,0.001413431,0.317767988,0.054910714,0.002597518,26.02046784
35971,2013,10,천곡동,42170,106,0.002664411,0.69932341,0.025614344,0.01567253,28.75507442
35972,2013,10,남양동1,42230,216,0.002578019,0.713568521,0.026998551,0.0135346,25.24966079
35973,2013,10,방산면,42800,211,0.001048017,0.355128205,0.028035411,0.002873654,33.59822747
35974,2013,10,명륜동,42130,114,0.002654472,0.601761518,0.0155,0.020336043,41.16960651
35975,2013,10,중앙동(원주),42130,114,0.002801083,0.694451962,0.014867388,0.021067659,38.88195387
35976,2013,10,북평면,42770,216,0.001213361,0.412258953,0.019831956,0.005462121,23.58469945
35977,2013,10,석사동,42110,101,0.002281081,0.529594595,0.019774749,0.017350072,40.55810811
35978,2013,10,중앙로,42110,101,0.001952575,0.43541963,0.019850949,0.014178862,31.72432432
35979,2013,10,치악산,42730,114,0.00118188,0.238010899,0.017212534,0.00530545,28.43895748
35980,2013,10,가평읍,41820,101,0.003487145,0.310419486,0.022749662,0.008169147,31.98920378
35982,2013,10,식사동,41285,108,0.004878214,0.426422764,0.020952639,0.020377747,39.1824417
35983,2013,10,행신동,41281,108,0.00381893,0.353013699,0.017116531,0.023100407,39.98166432
35984,2013,10,과천동,41290,108,0.002860811,0.642027027,0.014375676,0.030306757,32.42935528
35985,2013,10,별양동,41290,108,0.002944369,0.649932157,0.017545578,0.032004071,28.88075881
35986,2013,10,소하동,41210,108,0.003585135,0.558355795,0.017904313,0.027551213,37.56410256
35987,2013,10,철산동,41210,108,0.003415147,0.486115007,0.014782609,0.029991585,36.92151163
35988,2013,10,경안동,41610,202,0.004312162,0.664864865,0.017618919,0.027978172,31.75303644
35989,2013,10,교문동,41310,108,0.003186301,0.490273973,0.022639726,0.022305479,31.66666667
35990,2013,10,동구동,41310,108,0.003678378,0.381351351,0.019861976,0.025889039,37.47905028
35991,2013,10,당동,41410,119,0.00297023,0.425169147,0.017,0.033916103,37.37786775
35992,2013,10,산본동,41410,119,0.002875507,0.394993234,0.017784261,0.029817321,33.05668016
35993,2013,10,고촌면,41570,201,0.003597792,0.337539432,0.023001577,0.02518109,39.62834646
35994,2013,10,사우동,41570,201,0.003204112,0.488571429,0.021337856,0.024835821,35.73489011
35995,2013,10,통진읍,41570,201,0.002867028,0.413685637,0.025006775,0.018176391,37.39945652
35996,2013,10,금곡동,41360,108,0.002613699,0.437671233,0.019454795,0.021528846,29.88219178
35997,2013,10,오남읍,41360,108,0.003615903,0.338814016,0.021843666,0.014555256,30.30364372
35998,2013,10,보산동,41250,98,0.005016216,0.397837838,0.01872027,0.014945946,41.25170068
36000,2013,10,내동,41190,112,0.005305233,0.484647887,0.014702817,0.035018045,46.77310924
36001,2013,10,소사본동,41190,112,0.005213483,0.449367089,0.014504213,0.032077247,41.36657303
36002,2013,10,오정동,41190,112,0.005087719,0.507287449,0.017130904,0.033072874,36.69892473
36003,2013,10,중2동,41190,112,0.00449797,0.450067659,0.014722598,0.034692828,43.99461642
36004,2013,10,단대동,41131,108,0.004382749,0.51212938,0.017754717,0.033929919,40.53856563
36007,2013,10,복정동,41131,108,0.004529973,0.726712329,0.015110354,0.037591781,34.50817439
36008,2013,10,상대원1동,41133,108,0.002815364,0.628975741,0.015190027,0.035149596,30.07297297
36009,2013,10,수내동,41135,119,0.004041949,0.557510149,0.01482138,0.032439783,32.96081081
36010,2013,10,운중동,41135,119,0.003143687,0.501886792,0.013502177,0.031840348,30.38751814
36011,2013,10,정자1동,41135,119,0.004529891,0.480163043,0.014691576,0.034941576,37.09276944
36012,2013,10,고색동,41113,119,0.004685246,0.567930029,0.016536552,0.032973793,41.28714286
36013,2013,10,광교동,41117,119,0.003439768,0.443105951,0.015034833,0.036690856,29.16400581
36015,2013,10,신풍동,41115,119,0.00411413,0.554755435,0.018480978,0.03432337,37.18834688
36016,2013,10,영통동,41115,119,0.003239038,0.615899582,0.017288515,0.03525416,34.8816156
36017,2013,10,인계동,41115,119,0.004329268,0.563685637,0.016200542,0.034558266,33.10326087
36018,2013,10,천천동,41111,119,0.004566802,0.470175439,0.016785425,0.034036437,35.12313938
36019,2013,10,대야동,41390,112,0.003354533,0.459133965,0.018864682,0.032550272,33.95534506
36020,2013,10,시화공단,41390,112,0.006487738,0.611901505,0.02102736,0.035930612,42.26712329
36021,2013,10,정왕동,41390,112,0.004726287,0.500677507,0.018228997,0.036716802,38.58918919
36022,2013,10,고잔동,41273,112,0.003576455,0.535278155,0.017405954,0.033833559,31.53783784
36023,2013,10,대부동,41273,112,0.002811429,0.442213115,0.027491132,0.017561308,35.51236264
36024,2013,10,본오동,41271,119,0.003589986,0.58105548,0.01647226,0.034989175,34.28552097
36025,2013,10,부곡동1,41271,119,0.003463946,0.659727891,0.015261905,0.039687075,35.34938102
36026,2013,10,원곡동,41273,112,0.003463215,NA,0.017626703,0.03369891,36.13369714
36027,2013,10,원시동,41273,112,0.005223602,0.606307692,0.016650769,0.032683307,40.68718802
36029,2013,10,호수동,41273,112,0.004228261,0.619346049,0.018839674,0.037581522,33.47843666
36030,2013,10,봉산동,41550,203,0.004056834,0.353721245,0.020799729,0.015430311,42.54979536
36031,2013,10,부림동,41173,119,0.003684282,0.466802168,0.013602981,0.032279133,38.63500678
36032,2013,10,안양2동,41171,119,0.003235537,0.651724138,0.017596017,0.033410437,31.12792297
36033,2013,10,안양6동,41171,119,0.003814865,0.433378378,0.017675676,0.036400271,36.45655172
36034,2013,10,호계동,41173,119,0.003801083,0.452368065,0.013635359,0.040882273,34.91263441
36035,2013,10,백석읍,41630,98,0.005,0.50782726,0.015940621,0.022541161,56.86675824
36036,2013,10,양평,41830,202,0.003233379,0.400678426,0.024423338,0.013542741,29.34196185
36038,2013,10,연천,41800,98,0.003558546,0.330955585,0.0226393,0.007565276,32.83265857
36039,2013,10,오산동,41370,119,0.003590296,0.41671159,0.018181941,0.030618598,43.51012146
36041,2013,10,기흥,41463,119,0.004654008,0.531972789,0.019142857,0.032029455,33.88797814
36042,2013,10,김량장동,41461,203,0.003965054,0.548655914,0.012806452,0.02655914,50.74557823
36043,2013,10,수지,41465,119,0.00409216,0.63218707,0.015732414,0.033405777,34.22252747
36044,2013,10,고천동,41430,119,0.003272727,0.685907859,0.015236662,0.033181818,36.11917808
36045,2013,10,부곡3동,41430,119,0.003920054,0.608412483,0.013567935,0.036876694,42.39783491
36046,2013,10,의정부1동,41150,98,0.002570605,0.583279743,0.013001381,0.025680939,43.69093407
36047,2013,10,의정부동,41150,98,0.002636986,0.665484311,0.017203274,0.024911323,32.82225237
36048,2013,10,설성면,41500,203,0.001116295,0.423684211,0.024049587,0.011945805,30.58506224
36049,2013,10,창전동,41500,203,0.004108401,0.397831978,0.020945799,0.017787263,49.8097166
36050,2013,10,금촌동,41480,98,0.003393733,0.490659341,0.018219645,0.023542466,43.55088195
36051,2013,10,비전동,41220,119,0.004933873,0.387719298,0.017186235,0.014038835,45.01480485
36052,2013,10,안중,41220,119,0.005551771,0.357084469,0.019370572,0.02040327,47.13487738
36053,2013,10,평택항,41220,119,0.00640646,0.380215343,0.01784253,0.024952894,46.4051144
36054,2013,10,관인면,41650,98,0.001198602,NA,0.036612022,0.00267582,31.74759945
36055,2013,10,선단동,41650,98,0.004030769,0.421398601,0.020738462,0.027993007,57.63098592
36056,2013,10,신장동,41450,108,0.003218707,0.354607978,0.015097662,0.020803301,23.55129959
36057,2013,10,남양동,41590,119,0.005093369,0.332882273,0.019242219,0.01723816,47.74089069
36058,2013,10,동탄동,41590,119,0.005093373,0.531123139,0.018169147,0.015058187,31.57065217
36059,2013,10,향남,41590,119,0.004755961,0.341093969,0.022661992,0.022318373,54.14965035
36060,2013,10,아주동,48310,294,0.004125846,0.332882273,0.031686062,0.01226387,34.8371467
36061,2013,10,저구리,48310,294,0.001385879,0.217723343,0.047595101,0.004506052,41.38461538
36062,2013,10,동상동,48250,159,0.002492308,0.277844311,0.02828951,0.018271329,44.53342618
36063,2013,10,삼방동,48250,159,0.002898785,0.26509434,0.027454178,0.015142857,31.62987887
36064,2013,10,장유동,48250,159,0.003312162,0.373108108,0.023528378,0.026197297,28.77297297
36065,2013,10,사천읍,48240,192,0.003299458,0.383468835,0.028134146,0.014115176,29.18598383
36066,2013,10,북부동,48330,288,0.002498288,0.329139073,NA,0.021349338,41.42833608
36067,2013,10,웅상읍,48330,288,0.003140541,0.415135135,0.024403361,0.016449929,44.22837838
36068,2013,10,대안동,48170,192,0.002071719,0.32300406,0.02897429,0.020694181,40.84139785
36069,2013,10,상대동,48170,192,0.003205683,0.368918919,0.026124324,0.017947297,38.98650472
36070,2013,10,상봉동,48170,192,0.002819163,0.398650472,0.034438596,0.015323887,30.52766532
36071,2013,10,가음정동,48123,155,0.003198381,0.431578947,0.029904184,0.02117004,46.41913747
36072,2013,10,경화동,48129,155,0.003278308,0.359890859,0.034961696,0.020806763,43.0343879
36073,2013,10,대산면,48121,155,0.001569633,0.18662069,0.028635862,0.005828414,43.21418637
36074,2013,10,명서동,48121,155,0.004340366,0.387763713,0.029423347,0.025739803,36.11871508
36076,2013,10,봉암동,48127,155,0.002893243,0.30027027,0.026109459,0.023004054,37.81182796
36077,2013,10,사파동,48123,155,0.002559155,0.442112676,0.027160563,0.020350704,37.31652661
36078,2013,10,용지동,48121,155,0.002922753,0.388342697,0.02566573,0.022486639,30.91267606
36079,2013,10,웅남동,48123,155,0.005366714,0.33864598,0.026181946,0.023028694,53.5986014
36080,2013,10,회원동,48127,155,0.003232493,0.257843137,0.023060224,0.014289916,39.11420613
36081,2013,10,하동읍,48850,192,0.002368999,0.304526749,0.034197531,0.00797668,38.35334243
36082,2013,10,중방동,47290,143,0.002598649,0.341677943,0.018925676,0.022206757,29.46639232
36083,2013,10,성건동,47130,138,0.003789474,0.265643275,0.022106725,0.019387427,33.30994152
36084,2013,10,4공단,47190,279,0.003289189,0.399459459,0.021908108,0.016244595,44.88466757
36085,2013,10,공단동,47190,279,0.003945946,0.607702703,0.016390013,0.020508108,48.21322537
36086,2013,10,원평동,47190,279,0.00379567,0.448097826,0.021048714,0.026254743,40.24086604
36087,2013,10,형곡동,47190,279,0.004513514,0.556351351,0.021771622,0.018697297,35.02710027
36088,2013,10,신음동,47150,135,0.004761255,0.371156463,0.020589116,0.014687075,42.04632153
36089,2013,10,남문동,47170,136,0.001453061,0.194542974,0.019594558,0.009831063,31.75034106
36090,2013,10,지품면,47770,277,0.000522069,0.237931034,0.035,0.003880249,33.57676349
36091,2013,10,휴천동,47210,272,0.004603542,0.467346939,0.019070748,0.015412104,34.06019152
36092,2013,10,화북면,47230,281,0.001311491,0.354445964,0.034573187,0.007544733,31.80440771
36093,2013,10,태하리,47940,115,0.000931025,0.134626039,0.051394737,0.002341136,30.45781466
36094,2013,10,3공단,47111,138,0.010119891,0.515068493,0.026886921,0.013659401,41.2815534
36095,2013,10,대도동,47111,138,0.002421788,0.349011299,0.024833799,0.014622905,35.02295552
36096,2013,10,대송면,47111,138,0.006284712,0.401267606,0.020464236,0.015065919,32.75315568
36097,2013,10,장흥동,47111,138,0.007941337,0.663983629,0.018978172,0.021252732,49.6527977
36099,2013,10,송정1동,29200,156,0.00339255,0.439255014,0.021070201,0.018524355,31.72093023
36100,2013,10,오선동,29200,156,0.005401154,0.456854257,0.028310245,0.01772583,44.46944444
36101,2013,10,주월동,29155,156,0.005250681,0.503269755,0.020216621,0.031010899,30.54166667
36102,2013,10,서석동,29110,156,0.003739069,0.499294781,0.02103103,0.021720733,26.21220527
36103,2013,10,건국동,29170,156,0.004205755,0.278643579,0.02737554,0.010182734,38.54317549
36104,2013,10,두암동,29170,156,0.003506347,0.510014104,0.024284908,0.020380818,27.40807799
36106,2013,10,농성동,29140,156,0.003550562,0.48511236,0.020247191,0.024467697,27.89919355
36108,2013,10,대명동,27200,143,0.003401084,0.433333333,0.020721845,0.024859079,27.57702703
36109,2013,10,호림동,27290,143,0.001336971,0.182810368,0.018416667,0.012429688,35.38062756
36110,2013,10,현풍면,27710,143,0.001809004,0.43133515,0.02206267,0.019954795,28.99863574
36111,2013,10,신암동,27140,143,0.004380567,0.328648649,0.021326146,0.024867746,30.84791386
36113,2013,10,노원동,27230,143,0.002587258,0.328947368,0.01644675,0.03072198,50.86950549
36114,2013,10,태전동,27230,143,0.001705405,0.523918919,0.016714865,0.013767347,31.92037787
36115,2013,10,이현동,27170,143,0.003411685,0.468157182,0.015967391,0.026639077,40.20604396
36117,2013,10,만촌동,27260,143,0.003712142,0.327967258,0.01806812,0.022513624,20.49582173
36118,2013,10,지산동,27260,143,0.001658038,0.391553134,0.020979564,0.021004087,36.90230665
36120,2013,10,수창동,27110,143,0.005185299,0.484551724,0.017097931,0.028117403,36.14876033
36121,2013,10,문평동,30230,133,0.00167655,0.287601078,0.015663073,0.01817655,37.53504043
36122,2013,10,읍내동,30230,133,0.004947226,0.500943396,0.015691375,0.032516173,33.85175202
36123,2013,10,성남동1,30110,133,0.002321188,0.319298246,0.018631579,0.022152497,29.16197183
36124,2013,10,둔산동,30170,133,0.002483827,0.423719677,0.017725067,0.019097035,30.49730458
36126,2013,10,정림동,30170,133,0.002106469,0.425336927,0.01841779,0.021995957,26.14959569
36127,2013,10,구성동,30200,133,0.001522911,0.320350404,0.019892183,0.019733154,21.95148248
36128,2013,10,노은동,30200,133,0.001791105,0.342183288,0.018726415,0.020843666,31.05390836
36130,2013,10,문창동,30140,133,0.002525606,0.469407008,0.016614555,0.019057951,30.60781671
36131,2013,10,녹산동,26440,159,0.005442136,0.388278932,0.029126113,0.010597923,49.83531157
36132,2013,10,대저동,26440,159,0.004328358,0.266621438,0.021843109,0.019017595,44.24594993
36133,2013,10,부곡동,26410,159,0.006005427,0.287924016,0.027297151,0.019213026,37.48539638
36134,2013,10,청룡동,26410,159,NA,NA,0.022454545,0.018354138,41.70919881
36135,2013,10,기장읍,26710,159,0.004413502,0.674964838,0.028029536,0.019396624,25.54073034
36136,2013,10,용수리,26710,159,0.004582979,0.287659574,0.031765205,0.012542493,24.24152542
36137,2013,10,대연동,26290,159,0.005318801,0.294550409,0.02577248,0.016802452,41.43072702
36138,2013,10,수정동,26170,159,0.005350543,0.381657609,0.038244565,0.015639946,40.16194332
36140,2013,10,명장동,26260,159,NA,NA,0.028136054,0.020681633,35.28319783
36142,2013,10,전포동,26230,159,0.005734777,0.261299053,0.025048714,0.018688769,39.71929825
36143,2013,10,덕천동,26320,159,0.008138965,0.411444142,0.021149148,0.010662125,41.5170068
36144,2013,10,학장동,26530,159,0.004806495,0.321244926,0.020594595,0.015336942,49.04054054
36145,2013,10,장림동,26380,159,0.007091033,0.323913043,0.025597826,0.016729002,53.74898236
36146,2013,10,대신동,26140,159,0.006121951,0.321544715,0.032584011,0.018218157,26.29959514
36147,2013,10,광안동,26500,159,NA,NA,0.035631436,0.015833333,25.44965517
36148,2013,10,연산동,26470,159,0.004514905,0.379268293,0.022476965,0.020275068,37.51756757
36149,2013,10,태종대,26200,159,0.006527504,0.291396333,0.034957687,0.016057828,49.27247191
36150,2013,10,광복동,26110,159,0.006686567,0.399050204,0.024808684,0.02168521,38.99459459
36151,2013,10,좌동,26350,159,0.00817737,0.768042813,0.034506116,0.029721713,24.28705148
36152,2013,10,강남구,11680,108,0.004555556,0.334823848,0.017635501,0.031280488,28.76177658
36154,2013,10,강동구,11740,108,0.003295946,0.436351351,0.019272973,0.029622973,28.37709497
36156,2013,10,강북구,11305,108,0.005228997,0.330810811,0.01608288,0.030925272,29.81830417
36157,2013,10,강서구,11500,108,0.00526648,0.511500701,0.01840533,0.038390449,31.67253045
36159,2013,10,관악구,11620,108,0.003917679,0.493252362,0.016978408,0.023098516,32.09986505
36160,2013,10,광진구,11215,108,0.00272067,0.40474198,0.021338912,0.025369596,29.70682148
36161,2013,10,구로구,11530,108,0.0048378,0.484344147,0.015215797,0.032394922,31.89873418
36162,2013,10,금천구,11545,108,0.00525879,0.451753156,0.016132208,0.033199438,28.75989086
36165,2013,10,노원구,11350,108,0.005199438,0.382303371,0.016,0.028863764,27.9188092
36166,2013,10,도봉구,11320,108,0.003228378,0.450135135,0.014306757,0.028433784,27.3301238
36169,2013,10,동대문구,11230,108,0.004860811,0.44527027,0.016797297,0.031117486,29.73433243
36170,2013,10,동작구,11590,108,0.005976436,0.436911765,0.014988449,0.027527326,25.58630952
36172,2013,10,마포구,11440,108,0.004121622,0.482972973,0.017214865,0.027210811,30.53981107
36173,2013,10,서대문구,11410,108,0.003760163,0.333558863,0.018164402,0.02678249,26.89864865
36174,2013,10,서초구,11650,108,0.003851351,0.501216216,0.017164865,0.034686486,29.30675676
36175,2013,10,성동구,11200,108,0.001491826,0.310217984,0.013220708,0.03196049,28.1217862
36176,2013,10,성북구,11290,108,0.002981107,0.521052632,0.016986505,0.032642553,27.44972826
36177,2013,10,송파구,11710,108,0.003190283,0.39217274,0.016957187,0.026668016,28.77088949
36179,2013,10,양천구,11470,108,0.004997199,0.458321678,0.015987395,0.035383754,30.75613079
36180,2013,10,영등포구,11560,108,0.00422973,0.394857916,0.017441958,0.037764543,30.06351351
36182,2013,10,용산구,11170,108,0.004641026,0.402136752,0.015957265,0.033632479,29.77556818
36183,2013,10,은평구,11380,108,0.003473684,0.404723347,0.020503374,0.024703104,27.45810811
36185,2013,10,종로구,11110,108,0.003769663,0.408426966,0.014176966,0.030734551,30.46413502
36186,2013,10,중구,11140,108,0.005574124,0.493126685,0.014483827,0.038057951,29.60026918
36187,2013,10,중랑구,11260,108,0.003842818,0.34796748,0.01799729,0.022172087,27.16442049
36192,2013,10,무거동,31140,152,0.006514905,0.378319783,0.019804878,0.029172087,35.28609987
36193,2013,10,부곡동(울산),31140,152,0.008830295,0.480925666,0.024049088,0.024597475,41.09230769
36194,2013,10,삼산동,31140,152,0.004912162,0.425135135,0.0253,0.018332882,32.88933873
36196,2013,10,신정동,31140,152,0.005518919,0.612702703,0.028718919,0.021221622,34.18918919
36197,2013,10,야음동,31140,152,0.00636228,0.289145183,0.028185889,0.021614654,35.53804348
36198,2013,10,여천동(울산),31140,152,0.009113287,0.853006993,0.023980365,0.020798319,48.94265734
36199,2013,10,대송동,31170,152,0.003397558,0.328958051,0.035844384,0.012866035,34.54520918
36200,2013,10,농소동,31200,152,0.002303468,0.323478261,0.026913295,0.018059249,34.77442529
36201,2013,10,효문동,31200,152,0.002815126,0.343636364,0.0246,0.021502865,43.87692308
36202,2013,10,덕신리,31710,152,0.00650813,0.326422764,0.02196477,0.019584362,30.08232119
36203,2013,10,삼남면,31710,152,0.002050776,0.332200886,0.028610242,0.012166432,25.96801113
36204,2013,10,상남리,31710,152,0.004853026,0.224177396,0.024277937,0.019173352,36.60342368
36205,2013,10,화산리,31710,152,0.010415989,0.396205962,0.026157182,0.022424119,31.49593496
36206,2013,10,성남동,31110,152,0.003688982,0.386052999,0.023761506,0.020188285,37.7849162
36207,2013,10,석모리,28710,201,0.001665164,0.313722127,0.044748634,0.006704444,24.47802198
36208,2013,10,송해,28710,201,0.003643537,0.214965986,0.033268027,0.009195918,33.59673025
36209,2013,10,계산,28245,112,0.003722678,0.487021858,0.025931694,0.028961749,38.31181319
36211,2013,10,숭의,28170,112,0.010156593,0.568998628,0.020997257,0.036348422,38.02747253
